"kodeunit","kode","nmMenu","kdgrup","nmgrup","urut","norek","uraian","tampil",
"14","716","Biaya Tanaman Belum Menghasilkan (TBM)","0421902","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IA","00001","042190201","CUTI TAHUNAN/PANJANG","YA",
"14","716","Biaya Tanaman Belum Menghasilkan (TBM)","0421902","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IA","00002","042190202","PAKAIAN KERJA","YA",
"14","716","Biaya Tanaman Belum Menghasilkan (TBM)","0421902","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IA","00003","042190203","ASURANSI KECELAKAAN DIRI/MOLES","YA",
"14","716","Biaya Tanaman Belum Menghasilkan (TBM)","0421902","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IA","00004","042190204","JAMSOSTEK","YA",
"14","716","Biaya Tanaman Belum Menghasilkan (TBM)","0421902","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IA","00005","042190205","DAPENBUN","YA",
"14","716","Biaya Tanaman Belum Menghasilkan (TBM)","0421902","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IA","00006","042190206","DETASERING","YA",
"14","716","Biaya Tanaman Belum Menghasilkan (TBM)","0421902","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IA","00007","042190207","TUNJANGAN PPH","YA",
"14","716","Biaya Tanaman Belum Menghasilkan (TBM)","0421902","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IA","00008","042190208","TUNJANGAN TRANSPORT","YA",
"14","716","Biaya Tanaman Belum Menghasilkan (TBM)","0421902","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IA","00009","042190209","TUNJANGAN KOMUNIKASI","YA",
"14","716","Biaya Tanaman Belum Menghasilkan (TBM)","0421902","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IA","00010","042190210","TUNJANGAN BBM/SEPEDA MOTOR","YA",
"14","716","Biaya Tanaman Belum Menghasilkan (TBM)","0421902","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IA","00011","042190211","TUNJANGAN TETAP","YA",
"14","716","Biaya Tanaman Belum Menghasilkan (TBM)","0421902","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IA","00012","042190212","TUNJANGAN STRUKTURAL","YA",
"14","716","Biaya Tanaman Belum Menghasilkan (TBM)","0421902","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IA","00013","042190213","TUNJANGAN JABATAN","YA",
"14","716","Biaya Tanaman Belum Menghasilkan (TBM)","0421902","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IA","00014","042190214","TUNJANGAN KHUSUS","YA",
"14","716","Biaya Tanaman Belum Menghasilkan (TBM)","0421902","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IA","00015","042190215","TUNJANGAN HARI RAYA KEAGAMAAN","YA",
"14","716","Biaya Tanaman Belum Menghasilkan (TBM)","042200000","PEMINDAHBUKUAN/PENUTUP","00001","042200000","REKENING PEMINDAHBUKUAN/PENUTUP","YA",
"14","701","NERACA PERCOBAAN","001","ASET LANCAR","00002","110","B  A  N  K MANDIRI ASIA AFRIKA SELATAN","YA",
"14","701","NERACA PERCOBAAN","002","PINJAMAN LAIN-LAIN","00001","130","PIUTANG EKSPORT","YA",
"14","701","NERACA PERCOBAAN","002","PINJAMAN LAIN-LAIN","00002","131","PIUTANG LAIN-LAIN","YA",
"14","701","NERACA PERCOBAAN","002","PINJAMAN LAIN-LAIN","00003","132","PIUTANG WESEL","YA",
"14","701","NERACA PERCOBAAN","002","PINJAMAN LAIN-LAIN","00004","135","PIUTANG PETANI","YA",
"14","701","NERACA PERCOBAAN","002","PINJAMAN LAIN-LAIN","00005","137","PIUTANG SANGSI","YA",
"14","701","NERACA PERCOBAAN","002","PINJAMAN LAIN-LAIN","00006","138","CADANGAN PIUTANG SANGSI","YA",
"14","701","NERACA PERCOBAAN","002","PINJAMAN LAIN-LAIN","00007","140","UANG MUKA PEMBORONG","YA",
"14","701","NERACA PERCOBAAN","002","PINJAMAN LAIN-LAIN","00008","141","UANG MUKA","YA",
"14","701","NERACA PERCOBAAN","002","PINJAMAN LAIN-LAIN","00009","142","UANG MUKA IMPORT","YA",
"14","701","NERACA PERCOBAAN","002","PINJAMAN LAIN-LAIN","00010","143","PINJAMAN PEGAWAI STAF","YA",
"14","701","NERACA PERCOBAAN","002","PINJAMAN LAIN-LAIN","00011","144","PINJAMAN PEGAWAI NON STAF/KT","YA",
"14","701","NERACA PERCOBAAN","002","PINJAMAN LAIN-LAIN","00012","145","PINJAMAN PENSIUN","YA",
"14","701","NERACA PERCOBAAN","002","PINJAMAN LAIN-LAIN","00013","146","UANG DINAS KEBUN","YA",
"14","701","NERACA PERCOBAAN","002","PINJAMAN LAIN-LAIN","00014","147","UANG MUKA LAINNYA","YA",
"14","701","NERACA PERCOBAAN","002","PINJAMAN LAIN-LAIN","00015","148","BIAYA DI BAYAR DIMUKA","YA",
"14","701","NERACA PERCOBAAN","002","PINJAMAN LAIN-LAIN","00016","149","UANG MUKA LAINNYA","YA",
"14","701","NERACA PERCOBAAN","003","PERSEDIAAN BARANG BAHAN","00001","300","PERSEDIAAN BARANG BAHAN PENOLONG","YA",
"14","701","NERACA PERCOBAAN","003","PERSEDIAAN BARANG BAHAN","00002","310","PERSEDIAAN BARANG INCOURANT","YA",
"14","701","NERACA PERCOBAAN","003","PERSEDIAAN BARANG BAHAN","00003","380","CADANGAN BARANG INCOURANT","YA",
"14","701","NERACA PERCOBAAN","003","PERSEDIAAN BARANG BAHAN","00004","390","BARANG DALAM PERJALANAN","YA",
"14","701","NERACA PERCOBAAN","004","AKTIVA TETAP","00001","001","TANAMAN MENGHASILKAN","YA",
"14","701","NERACA PERCOBAAN","004","AKTIVA TETAP","00002","002","TANAMAN BELUM MENGHASILKAN","YA",
"14","701","NERACA PERCOBAAN","004","AKTIVA TETAP","00003","003","BANGUNAN RUMAH TINGGAL","YA",
"14","701","NERACA PERCOBAAN","004","AKTIVA TETAP","00004","004","BANGUNAN PERUSAHAAN","YA",
"14","701","NERACA PERCOBAAN","004","AKTIVA TETAP","00005","005","MESIN DAN PERLENGKAPAN PABRIK","YA",
"14","701","NERACA PERCOBAAN","004","AKTIVA TETAP","00006","006","JALAN, JEMBATAN DAN SALURAN AIR","YA",
"14","701","NERACA PERCOBAAN","004","AKTIVA TETAP","00007","007","ALAT ANGKUTAN DAN ALAT BERAT","YA",
"14","701","NERACA PERCOBAAN","004","AKTIVA TETAP","00008","008","ALAT PERTANIAN DAN INVENTARIS KECIL","YA",
"14","701","NERACA PERCOBAAN","004","AKTIVA TETAP","00009","009","AKTIVA LAINNYA","YA",
"14","701","NERACA PERCOBAAN","004","AKTIVA TETAP","00010","010","AKTIVA YANG DIHAPUSKAN","YA",
"14","701","NERACA PERCOBAAN","004","AKTIVA TETAP","00011","011","SERTIFIKAT HGU","YA",
"14","701","NERACA PERCOBAAN","004","AKTIVA TETAP","00012","012","..............","YA",
"14","701","NERACA PERCOBAAN","004","AKTIVA TETAP","00013","013","AKTIVA IMMATERIAL","YA",
"14","701","NERACA PERCOBAAN","004","AKTIVA TETAP","00014","014","AKTIVA YANG AKAN DIHAPUSKAN","YA",
"14","701","NERACA PERCOBAAN","005","AKUMULASI PENYUSUTAN","00001","021","TANAMAN MENGHASILKAN","YA",
"14","701","NERACA PERCOBAAN","005","AKUMULASI PENYUSUTAN","00002","022","TANAMAN BELUM MENGHASILKAN","YA",
"14","701","NERACA PERCOBAAN","005","AKUMULASI PENYUSUTAN","00003","023","BANGUNAN RUMAH TINGGAL","YA",
"14","701","NERACA PERCOBAAN","005","AKUMULASI PENYUSUTAN","00004","024","BANGUNAN PERUSAHAAN","YA",
"14","701","NERACA PERCOBAAN","005","AKUMULASI PENYUSUTAN","00005","025","MESIN DAN PERLENGKAPAN PABRIK","YA",
"14","701","NERACA PERCOBAAN","005","AKUMULASI PENYUSUTAN","00006","026","JALAN, JEMBATAN DAN SALURAN AIR","YA",
"14","701","NERACA PERCOBAAN","005","AKUMULASI PENYUSUTAN","00007","027","ALAT ANGKUTAN DAN ALAT BERAT","YA",
"14","701","NERACA PERCOBAAN","005","AKUMULASI PENYUSUTAN","00008","028","ALAT PERTANIAN DAN INVENTARIS KECIL","YA",
"14","701","NERACA PERCOBAAN","005","AKUMULASI PENYUSUTAN","00009","029","AKTIVA LAINNYA","YA",
"14","701","NERACA PERCOBAAN","005","AKUMULASI PENYUSUTAN","00010","030","AKTIVA YANG DIHAPUSKAN","YA",
"14","701","NERACA PERCOBAAN","005","AKUMULASI PENYUSUTAN","00011","031","SERTIFIKAT HGU","YA",
"14","701","NERACA PERCOBAAN","005","AKUMULASI PENYUSUTAN","00012","032","..............","YA",
"14","701","NERACA PERCOBAAN","005","AKUMULASI PENYUSUTAN","00013","033","AKTIVA IMMATERIAL","YA",
"14","701","NERACA PERCOBAAN","005","AKUMULASI PENYUSUTAN","00014","034","AKTIVA YANG AKAN DIHAPUSKAN","YA",
"14","701","NERACA PERCOBAAN","005","AKUMULASI PENYUSUTAN","00015","035","AKTIVA YANG AKAN DIHAPUSKAN","YA",
"14","701","NERACA PERCOBAAN","006","INVESTASI TANAMAN DAN NON TANAMAN","00001","040","TANAMAN TAHUN YANG AKAN DATANG","YA",
"14","701","NERACA PERCOBAAN","006","INVESTASI TANAMAN DAN NON TANAMAN","00002","041","TANAMAN TAHUN INI","YA",
"14","701","NERACA PERCOBAAN","006","INVESTASI TANAMAN DAN NON TANAMAN","00003","042","TANAMAN BELUM MENGHASILKAN","YA",
"14","701","NERACA PERCOBAAN","006","INVESTASI TANAMAN DAN NON TANAMAN","00004","043","BANGUNAN PERUMAHAN","YA",
"14","701","NERACA PERCOBAAN","006","INVESTASI TANAMAN DAN NON TANAMAN","00005","044","BANGUNAN PERUSAHAAN","YA",
"14","701","NERACA PERCOBAAN","006","INVESTASI TANAMAN DAN NON TANAMAN","00006","045","MESIN-MESIN DAN PERLENGKAPAN PABRIK","YA",
"14","701","NERACA PERCOBAAN","006","INVESTASI TANAMAN DAN NON TANAMAN","00007","046","JALAN, JEMBATAN DAN SALURAN AIR","YA",
"14","701","NERACA PERCOBAAN","006","INVESTASI TANAMAN DAN NON TANAMAN","00008","047","ALAT-ALAT ANGKUTAN DAN ALAT BERAT","YA",
"14","701","NERACA PERCOBAAN","006","INVESTASI TANAMAN DAN NON TANAMAN","00009","048","ALAT-ALAT PERTANIAN DAN INVENTARIS KECIL","YA",
"14","701","NERACA PERCOBAAN","006","INVESTASI TANAMAN DAN NON TANAMAN","00010","049","REBOISASI YANG TIDAK DIEKPLOITASI","YA",
"14","701","NERACA PERCOBAAN","007","PENGELUARAN MODAL","00001","050","P E S E M A I A N","YA",
"14","701","NERACA PERCOBAAN","007","PENGELUARAN MODAL","00002","051","PEKERJAAN DALAM PENYELESAIAN","YA",
"14","701","NERACA PERCOBAAN","007","PENGELUARAN MODAL","00003","052","T A K E L I N G","YA",
"14","701","NERACA PERCOBAAN","007","PENGELUARAN MODAL","00004","055","COMPACTING","YA",
"14","701","NERACA PERCOBAAN","007","PENGELUARAN MODAL","00005","056","CASSAVA","YA",
"14","701","NERACA PERCOBAAN","007","PENGELUARAN MODAL","00006","057","ZATROVA (JARAK PAGAR)","YA",
"14","701","NERACA PERCOBAAN","007","PENGELUARAN MODAL","00007","058","HUTAN TANAMAN ENERGI (HTE)","YA",
"14","701","NERACA PERCOBAAN","008","AREAL MARGINAL","00001","053","BIAYA AREAL MARGINAL","YA",
"14","701","NERACA PERCOBAAN","009","REKENING KORAN","00001","08001","KANTOR PUSAT","YA",
"14","701","NERACA PERCOBAAN","009","REKENING KORAN","00002","08002","KEBUN SEINDUK","YA",
"14","701","NERACA PERCOBAAN","009","REKENING KORAN","00003","08003","REKENING PENUTUP","YA",
"14","701","NERACA PERCOBAAN","009","REKENING KORAN","00004","082","REKENING PENUTUP","YA",
"14","701","NERACA PERCOBAAN","010","HUTANG LANCAR","00001","150","HUTANG NIAGA","YA",
"14","701","NERACA PERCOBAAN","010","HUTANG LANCAR","00002","151","HUTANG LAIN-LAIN","YA",
"14","719","Biaya Pesemaian","99","PEMINDAH BUKUAN/PENUTUP","00003","9902","DIPINDAHKAN KE TM","YA",
"14","719","Biaya Pesemaian","99","PEMINDAH BUKUAN/PENUTUP","00004","9903","DIPINDAHKAN KE TBM","YA",
"14","719","Biaya Pesemaian","99","PEMINDAH BUKUAN/PENUTUP","00005","9904","DIPINDAHKAN KE POLYBAG","YA",
"14","719","Biaya Pesemaian","99","PEMINDAH BUKUAN/PENUTUP","00006","9905","DIPINDAHKAN KE KEBUN SEINDUK","YA",
"14","719","Biaya Pesemaian","99","PEMINDAH BUKUAN/PENUTUP","00007","9906","PENJUALAN KEPADA PIHAK KETIGA","YA",
"14","720","Biaya Entres","01","GAJI MANDOR/PENGAWAS","00001","0101","GAJI","YA",
"14","720","Biaya Entres","01","GAJI MANDOR/PENGAWAS","00002","0102","TUNJANGAN","YA",
"14","720","Biaya Entres","01","GAJI MANDOR/PENGAWAS","00003","0119","LAIN-LAIN","YA",
"14","720","Biaya Entres","02","PENGOLAHAN TANAH","00001","0200","SURVAI TANAH","YA",
"14","720","Biaya Entres","02","PENGOLAHAN TANAH","00002","0201","MEMBONGKAR/MEMBAKAR TUNGGUL","YA",
"14","720","Biaya Entres","02","PENGOLAHAN TANAH","00003","0202","PENGERJAAN TANAH/MERATAKAN TANAH","YA",
"14","720","Biaya Entres","02","PENGOLAHAN TANAH","00004","0208","ALAT PERLENGKAPAN","YA",
"14","720","Biaya Entres","03","PEMBUATAN JALAN & SALURAN AIR","00001","0300","JALAN","YA",
"14","720","Biaya Entres","03","PEMBUATAN JALAN & SALURAN AIR","00002","0301","SALURAN AIR","YA",
"14","720","Biaya Entres","03","PEMBUATAN JALAN & SALURAN AIR","00003","0302","TERAS","YA",
"14","720","Biaya Entres","03","PEMBUATAN JALAN & SALURAN AIR","00004","0303","BARANG BAHAN","YA",
"14","720","Biaya Entres","04","MENANAM","00001","0400","MENGAJIR","YA",
"14","720","Biaya Entres","04","MENANAM","00002","0401","MELUBANG","YA",
"14","720","Biaya Entres","04","MENANAM","00003","0402","MEMUPUK LUBANG TANAMAN","YA",
"14","720","Biaya Entres","04","MENANAM","00004","0403","MENANAM","YA",
"14","720","Biaya Entres","04","MENANAM","00005","0404","ALAT & PERLENGKAPAN","YA",
"14","720","Biaya Entres","04","MENANAM","00006","0405","MOTONG","YA",
"14","720","Biaya Entres","05","MENYIANG","00001","0500","MENYIANG MANUAL","YA",
"14","720","Biaya Entres","05","MENYIANG","00002","0501","PEMBERANTASAN LALANG DENGAN KIMIA","YA",
"14","720","Biaya Entres","05","MENYIANG","00003","0502","BARANG BAHAN","YA",
"14","720","Biaya Entres","05","MENYIANG","00004","0503","PEMBERANTASAN HAMA PENYAKIT","YA",
"14","720","Biaya Entres","0600","KEAMANAN","00001","0600","KEAMANAN","YA",
"14","720","Biaya Entres","19","BIAYA SOSIAL KARYAWAN/LAIN-LAIN","00001","1900","LAIN-LAIN/EAP","YA",
"14","720","Biaya Entres","19","BIAYA SOSIAL KARYAWAN/LAIN-LAIN","00002","1901","CUTI TAHUNAN/PANJANG","YA",
"14","720","Biaya Entres","19","BIAYA SOSIAL KARYAWAN/LAIN-LAIN","00003","1902","PAKAIAN KERJA","YA",
"14","720","Biaya Entres","19","BIAYA SOSIAL KARYAWAN/LAIN-LAIN","00004","1903","ASURANSI KECELAKAAN DIRI/MOLES","YA",
"14","720","Biaya Entres","19","BIAYA SOSIAL KARYAWAN/LAIN-LAIN","00005","1904","JAMSOSTEK","YA",
"14","720","Biaya Entres","19","BIAYA SOSIAL KARYAWAN/LAIN-LAIN","00006","1905","DAPENBUN","YA",
"14","720","Biaya Entres","19","BIAYA SOSIAL KARYAWAN/LAIN-LAIN","00007","1906","DETASERING","YA",
"14","720","Biaya Entres","19","BIAYA SOSIAL KARYAWAN/LAIN-LAIN","00008","1907","TUNJANGAN PPH","YA",
"14","720","Biaya Entres","19","BIAYA SOSIAL KARYAWAN/LAIN-LAIN","00009","1908","TUNJANGAN TRANSPORT","YA",
"14","720","Biaya Entres","19","BIAYA SOSIAL KARYAWAN/LAIN-LAIN","00010","1909","TUNJANGAN KOMUNIKASI","YA",
"14","720","Biaya Entres","19","BIAYA SOSIAL KARYAWAN/LAIN-LAIN","00011","1910","TUNJANGAN BBM/SEPEDA MOTOR","YA",
"14","720","Biaya Entres","19","BIAYA SOSIAL KARYAWAN/LAIN-LAIN","00012","1911","TUNJANGAN TETAP","YA",
"14","720","Biaya Entres","19","BIAYA SOSIAL KARYAWAN/LAIN-LAIN","00013","1912","TUNJANGAN STRUKTURAL","YA",
"14","720","Biaya Entres","19","BIAYA SOSIAL KARYAWAN/LAIN-LAIN","00014","1913","TUNJANGAN JABATAN","YA",
"14","720","Biaya Entres","19","BIAYA SOSIAL KARYAWAN/LAIN-LAIN","00015","1914","TUNJANGAN KHUSUS","YA",
"14","720","Biaya Entres","19","BIAYA SOSIAL KARYAWAN/LAIN-LAIN","00016","1915","TUNJANGAN HARI RAYA KEAGAMAAN","YA",
"14","720","Biaya Entres","19","BIAYA SOSIAL KARYAWAN/LAIN-LAIN","00017","1931","CUTI TAHUNAN/PANJANG","YA",
"14","720","Biaya Entres","19","BIAYA SOSIAL KARYAWAN/LAIN-LAIN","00018","1932","PAKAIAN KERJA","YA",
"14","720","Biaya Entres","19","BIAYA SOSIAL KARYAWAN/LAIN-LAIN","00019","1933","ASURANSI KECELAKAAN DIRI/MOLES","YA",
"14","720","Biaya Entres","19","BIAYA SOSIAL KARYAWAN/LAIN-LAIN","00020","1934","JAMSOSTEK","YA",
"14","720","Biaya Entres","19","BIAYA SOSIAL KARYAWAN/LAIN-LAIN","00021","1935","DAPENBUN","YA",
"14","720","Biaya Entres","19","BIAYA SOSIAL KARYAWAN/LAIN-LAIN","00022","1936","DETASERING","YA",
"14","720","Biaya Entres","19","BIAYA SOSIAL KARYAWAN/LAIN-LAIN","00023","1937","TUNJANGAN PPH","YA",
"14","720","Biaya Entres","19","BIAYA SOSIAL KARYAWAN/LAIN-LAIN","00024","1938","TUNJANGAN TRANSPORT","YA",
"14","720","Biaya Entres","19","BIAYA SOSIAL KARYAWAN/LAIN-LAIN","00025","1939","TUNJANGAN KOMUNIKASI","YA",
"14","720","Biaya Entres","19","BIAYA SOSIAL KARYAWAN/LAIN-LAIN","00026","1940","TUNJANGAN BBM/SEPEDA MOTOR","YA",
"14","720","Biaya Entres","19","BIAYA SOSIAL KARYAWAN/LAIN-LAIN","00027","1941","TUNJANGAN TETAP","YA",
"14","720","Biaya Entres","19","BIAYA SOSIAL KARYAWAN/LAIN-LAIN","00028","1942","TUNJANGAN STRUKTURAL","YA",
"14","720","Biaya Entres","19","BIAYA SOSIAL KARYAWAN/LAIN-LAIN","00029","1943","TUNJANGAN JABATAN","YA",
"14","720","Biaya Entres","19","BIAYA SOSIAL KARYAWAN/LAIN-LAIN","00030","1944","TUNJANGAN KHUSUS","YA",
"14","720","Biaya Entres","19","BIAYA SOSIAL KARYAWAN/LAIN-LAIN","00031","1945","TUNJANGAN HARI RAYA KEAGAMAAN","YA",
"14","720","Biaya Entres","2000","BIAYA TAHUN LALU","00032","2000","BIAYA TAHUN LALU","YA",
"14","720","Biaya Entres","99","PEMINDAH BUKUAN/PENUTUP","00001","9900","PEMINDAH BUKUAN/PENUTUP","YA",
"14","720","Biaya Entres","99","PEMINDAH BUKUAN/PENUTUP","00002","9901","DIPINDAHKAN KE PESEMAIAN TEGAKAN","YA",
"14","720","Biaya Entres","99","PEMINDAH BUKUAN/PENUTUP","00003","9902","DIPINDAHKAN KE PESEMAIAN POLYBAG","YA",
"14","720","Biaya Entres","99","PEMINDAH BUKUAN/PENUTUP","00004","9903","DIPINDAHKAN KE KEBUN SEINDUK","YA",
"14","720","Biaya Entres","99","PEMINDAH BUKUAN/PENUTUP","00005","9904","PENJUALAN KEPADA PIHAK KETIGA","YA",
"14","721","Biaya Compacting TM","0550000","GAJI/UPAH","00001","055000001","MENGAJIR","YA",
"14","721","Biaya Compacting TM","0550000","GAJI/UPAH","00002","055000002","MELOBANG","YA",
"14","721","Biaya Compacting TM","0550000","GAJI/UPAH","00003","055000003","MEMUPUK DASAR","YA",
"14","721","Biaya Compacting TM","0550000","GAJI/UPAH","00004","055000004","BONGKAR MUAT & ANGKUT BIBIT","YA",
"14","721","Biaya Compacting TM","0550000","GAJI/UPAH","00005","055000005","MENANAM","YA",
"14","721","Biaya Compacting TM","0550000","GAJI/UPAH","00006","055000006","MENANAM PUPUK HIJAU","YA",
"14","721","Biaya Compacting TM","0550000","GAJI/UPAH","00007","055000007","MENYIANG","YA",
"14","721","Biaya Compacting TM","0550000","GAJI/UPAH","00008","055000008","CENTRING/BENDING","YA",
"14","721","Biaya Compacting TM","0550000","GAJI/UPAH","00009","055000009","PEKERJAAN LAINNYA","YA",
"14","721","Biaya Compacting TM","0550001","BARANG BAHAN","00001","055000101","BIBIT","YA",
"14","721","Biaya Compacting TM","0550001","BARANG BAHAN","00002","055000102","BIJI PUPUK HIJAU","YA",
"14","721","Biaya Compacting TM","0550001","BARANG BAHAN","00003","055000103","PUPUK","YA",
"14","701","NERACA PERCOBAAN","010","HUTANG LANCAR","00004","153","UANG MUKA PEKERJAAN PROYEK","YA",
"14","701","NERACA PERCOBAAN","010","HUTANG LANCAR","00005","154","GAJI/UPAH YMH.DIBAYARKAN","YA",
"14","701","NERACA PERCOBAAN","010","HUTANG LANCAR","00006","155","HUTANG KEPADA PETANI","YA",
"14","701","NERACA PERCOBAAN","010","HUTANG LANCAR","00007","156","BUNGA YANG BELUM DIBAYAR","YA",
"14","701","NERACA PERCOBAAN","010","HUTANG LANCAR","00008","157","BIAYA YANG MASIH HARUS DIBAYAR","YA",
"14","701","NERACA PERCOBAAN","010","HUTANG LANCAR","00009","159","ASSURANSI","YA",
"14","701","NERACA PERCOBAAN","010","HUTANG LANCAR","00010","160","PPH PASAL 21","YA",
"14","701","NERACA PERCOBAAN","010","HUTANG LANCAR","00011","16101","PAJAK PERTAMBAHAN NILAI PPN(MASUKAN)","YA",
"14","701","NERACA PERCOBAAN","010","HUTANG LANCAR","00012","16102","PAJAK PERTAMBAHAN NILAI PPN(KELUARAN)","YA",
"14","701","NERACA PERCOBAAN","010","HUTANG LANCAR","00013","162","PAJAK PERTAMBAHAN NILAI PPN(TITIPAN)","YA",
"14","701","NERACA PERCOBAAN","010","HUTANG LANCAR","00014","163","PAJAK BUMI DAN BANGUNAN","YA",
"14","701","NERACA PERCOBAAN","010","HUTANG LANCAR","00015","164","PPH PASAL 23","YA",
"14","701","NERACA PERCOBAAN","010","HUTANG LANCAR","00016","165","HUTANG PPH BADAN","YA",
"14","701","NERACA PERCOBAAN","010","HUTANG LANCAR","00017","166","TITIPAN PPH PASAL 23","YA",
"14","701","NERACA PERCOBAAN","010","HUTANG LANCAR","00018","167","DEVIDEN BELUM DIBAYAR","YA",
"14","701","NERACA PERCOBAAN","010","HUTANG LANCAR","00019","168","JAMINAN HARI TUA","YA",
"14","701","NERACA PERCOBAAN","010","HUTANG LANCAR","00020","196","REENING SEMENTARA","YA",
"14","701","NERACA PERCOBAAN","010","HUTANG LANCAR","00021","198","REKENING AYAT SILANG","YA",
"14","701","NERACA PERCOBAAN","011","BIAYA EKSPLOITASI","00001","200","BIAYA EKSPLOITASI KENDARAAN PENUMPANG","YA",
"14","701","NERACA PERCOBAAN","011","BIAYA EKSPLOITASI","00002","201","BIAYA EKSPLOITASI KENDARAAN TRUCK","YA",
"14","701","NERACA PERCOBAAN","011","BIAYA EKSPLOITASI","00003","202","BIAYA EKSPLOITASI KENDARAAN TRUCK","YA",
"14","701","NERACA PERCOBAAN","011","BIAYA EKSPLOITASI","00004","203","BIAYA EKSPLOITASI KENDARAAN ALAT BERAT","YA",
"14","701","NERACA PERCOBAAN","011","BIAYA EKSPLOITASI","00005","205","BIAYA EKSPLOITASI KENDARAAN FORKLIP","YA",
"14","701","NERACA PERCOBAAN","011","BIAYA EKSPLOITASI","00006","255","BIAYA EKSPLOITASI TENAGA LISTRIK","YA",
"14","701","NERACA PERCOBAAN","011","BIAYA EKSPLOITASI","00007","256","BIAYA EKSPLOITASI TENAGA LISTRIK","YA",
"14","701","NERACA PERCOBAAN","012","BIAYA UMUM DAN LANGSUNG","00001","404142","BIAYA UMUM","YA",
"14","701","NERACA PERCOBAAN","012","BIAYA UMUM DAN LANGSUNG","00002","460","BTL. YANG DIALOKASIKAN KE TBM","YA",
"14","701","NERACA PERCOBAAN","012","BIAYA UMUM DAN LANGSUNG","00003","490","BIAYA PENYUSUTAN","YA",
"14","701","NERACA PERCOBAAN","012","BIAYA UMUM DAN LANGSUNG","00004","6","BIAYA LANGSUNG","YA",
"14","701","NERACA PERCOBAAN","013","BIAYA DAN PENDAPATAN LAIN-LAIN","00001","920","BIAYA TAHUN LALU","YA",
"14","701","NERACA PERCOBAAN","013","BIAYA DAN PENDAPATAN LAIN-LAIN","00002","926","PIUTANG SANKSI","YA",
"14","701","NERACA PERCOBAAN","013","BIAYA DAN PENDAPATAN LAIN-LAIN","00003","927","BIAYA PEGAWAI NON AKTIF (MBT)","YA",
"14","701","NERACA PERCOBAAN","013","BIAYA DAN PENDAPATAN LAIN-LAIN","00004","928","PEREMAJAAN/PENGHARGAAN","YA",
"14","701","NERACA PERCOBAAN","013","BIAYA DAN PENDAPATAN LAIN-LAIN","00005","929","BIAYA DILUAR USAHA POKOK","YA",
"14","701","NERACA PERCOBAAN","013","BIAYA DAN PENDAPATAN LAIN-LAIN","00006","930","PENGHAPUSAN TANAMAN TEH","YA",
"14","701","NERACA PERCOBAAN","013","BIAYA DAN PENDAPATAN LAIN-LAIN","00007","970","PENDAPATAN LAIN-LAIN","YA",
"14","701","NERACA PERCOBAAN","013","BIAYA DAN PENDAPATAN LAIN-LAIN","00008","975","PENDAPATAN BUNGA","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","4900001","BIAYA PENYUSUTAN","00015","4900001","BIAYA PENYUSUTAN TANAMAN","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","4900002","BIAYA PENYUSUTAN","00070","4900002","BIAYA PENYUSUTAN NON TANAMAN","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","6000001","STAF TANAMAN","00001","6000001","GAJI DAN BIAYA PEGAWAI STAF TANAMAN","YA",
